ticker,date,total_revenue,cost_of_revenue,gross_profit,operating_expense,operating_income,net_non_operating_interest_income_expense,other_income_expense,pretax_income,tax_provision,net_income_common_stockholders,diluted_ni_available_to_com_stockholders,basic_eps,diluted_eps,basic_average_shares,diluted_average_shares,total_operating_income_as_reported,total_expenses,net_income_from_continuing_&_discontinued_operation,normalized_income,interest_income,interest_expense,net_interest_income,ebit,ebitda,reconciled_cost_of_revenue,reconciled_depreciation,net_income_from_continuing_operation_net_minority_interest,normalized_ebitda,tax_rate_for_calcs,total_unusual_items_excluding_goodwill,total_unusual_items,tax_effect_of_unusual_items,rent_expense_supplemental,average_dilution_earnings,credit_losses_provision,non_interest_expense,special_income_charges,interest_income_after_provision_for_loan_loss,total_money_market_investments,earnings_from_equity_interest_net_of_tax,income_from_associates_&_other_participating_interests,other_non_operating_income_expenses
JBLU,TTM,9327000.0,7638000.0,1689000.0,1837000.0,-148000.0,-177000.0,-599000.0,-924000.0,-70000.0,-854000.0,-854000.0,-2.48,-2.48,342650.0,342650.0,-767000.0,9475000.0,-854000.0,-281893.94,105000.0,282000.0,-177000.0,-642000.0,4000.0,7638000.0,646000.0,-854000.0,623000.0,0.0,-619000.0,-619000.0,-46893.94,776000.0,,,,,,,,,
JBSS,TTM,1108874.0,905213.0,203661.0,131037.0,72624.0,-2838.0,,72012.0,17692.0,54320.0,54320.0,4.67,4.64,11624.12,11697.45,77617.0,1036250.0,54320.0,52640.89,,2838.0,-2838.0,74850.0,103408.0,905213.0,28558.0,54320.0,101182.0,0.0,2226.0,2226.0,546.89,1356.0,,,,,,,,,
JBT,TTM,1693000.0,1085100.0,607900.0,447300.0,160600.0,9800.0,-5900.0,164500.0,20000.0,173500.0,173500.0,5.43,5.39,32000.0,32100.0,157800.0,1532400.0,173500.0,146659.57,24000.0,14200.0,9800.0,178700.0,267200.0,1085100.0,88500.0,144200.0,270000.0,0.0,-2800.0,-2800.0,-340.43,,,,,,,,-300.0,,
JCI,TTM,26930000.0,18061000.0,8869000.0,6330000.0,2539000.0,-420000.0,-274000.0,1845000.0,42000.0,1621000.0,1621000.0,2.47,2.47,680800.0,683150.0,,24391000.0,1621000.0,2134048.78,16000.0,384000.0,-420000.0,2229000.0,3143000.0,18061000.0,914000.0,1621000.0,3668000.0,0.0,-525000.0,-525000.0,-11951.22,,,,,,,,,,
JCSE,TTM,18032.0,13666.0,4366.0,2970.0,1396.0,-360.0,-406.0,630.0,111.0,519.0,519.0,0.10,0.10,5006.666,5006.666,1010.0,16636.0,519.0,745.5476,175.0,511.0,-360.0,1141.0,1843.0,13127.0,702.0,519.0,2118.0,0.0002,-275.0,-275.0,-48.4524,,,,,,,,,,
JCTC,TTM,48553.695,38528.511,10025.184,11088.952,-1063.768,-92.949,,1454.07,251.592,1202.478,1202.478,0.34,0.34,3501.535,3501.535,-1063.768,49617.463,1202.478,1069.5113,,,-92.949,-993.518,-626.824,38528.511,366.694,1202.478,-787.611,0.0002,160.787,160.787,27.8203,,,,,,,,,,
JDZG,TTM,15571.322,812.504,14758.818,3189.291,11569.527,-63.029,-393.278,11113.22,1551.288,9483.524,9483.524,0.39,0.39,24435.471,24435.471,11569.527,4001.795,9483.524,9483.524,2.286,65.315,-63.029,11178.535,11391.747,750.163,213.212,9483.524,11391.747,0.0001,,,,251.78,,,,,,,,,
JEF,TTM,9632565.0,3842804.0,5789761.0,1423261.0,4366500.0,-3357159.0,-221397.0,787944.0,223905.0,513629.0,513629.0,2.41,2.40,218689.0,224261.5,,5266065.0,583158.0,584646.0,,3357159.0,-3357159.0,4145103.0,4315269.0,3840074.0,170166.0,584646.0,4315269.0,0.0,,,,114188.0,,,,,,,,,
JFBR,TTM,10008.0,9032.0,976.0,4816.0,-3840.0,-6.0,-720.0,-4566.0,32.0,-4598.0,-4598.0,-2.11,-2.11,1188.804,1188.804,-5089.0,13848.0,-4598.0,-5005.33,4.0,,-6.0,-4566.0,-3827.0,9033.0,738.0,-4598.0,-4356.0,0.0002,529.0,529.0,121.67,169.0,,,,,,,,,
JHG,TTM,2333400.0,720200.0,1613200.0,1021300.0,591900.0,-14000.0,41200.0,619100.0,150700.0,409400.0,409400.0,2.53,2.53,156875.0,156975.0,591900.0,1741500.0,408400.0,336978.65,,14000.0,-14000.0,633100.0,653900.0,720200.0,20800.0,408400.0,559500.0,0.0,94400.0,94400.0,22978.65,,,,,,,,,,
JILL,TTM,614539.0,180745.0,433794.0,349333.0,84461.0,-20329.0,-9025.0,55107.0,13837.0,41270.0,41270.0,2.87,2.82,14378.46,14605.26,84006.0,530078.0,41270.0,48028.88,,20812.0,-20329.0,75919.0,98657.0,180745.0,22738.0,41270.0,107682.0,0.0,-9025.0,-9025.0,-2266.12,,,,,,,,,,
JKHY,TTM,2245157.0,1319907.0,925250.0,417283.0,507967.0,13602.0,,521569.0,122241.0,399328.0,399328.0,5.47,5.47,72876.0,73041.0,507967.0,1737190.0,399328.0,399328.0,28614.0,15012.0,13602.0,536581.0,737744.0,1319907.0,201163.0,399328.0,737744.0,0.0,,,,,,,,,,,,,
JL,TTM,28378.669,21581.411,6797.258,6188.569,608.689,-215.936,517.748,910.501,126.841,783.66,783.66,0.03,0.03,30249.315,30249.315,380.298,27769.98,783.66,486.9841,,145.951,-215.936,1056.452,1204.219,21581.411,147.767,783.66,859.524,0.0001,344.695,344.695,48.0191,189.508,,,,,,,,,
JLL,TTM,22503400.0,,,21692100.0,811300.0,-141800.0,-105700.0,563800.0,86500.0,478000.0,478000.0,10.05,9.89,47516.25,48316.5,785300.0,21692100.0,478000.0,500011.0,,,-141800.0,811300.0,1062000.0,,250700.0,478000.0,1088000.0,0.0,-26000.0,-26000.0,-3989.0,,,,,,,,,,
JMSB,TTM,33013.0,,,,,,,4644.0,2171.0,2468.0,2468.0,0.18,0.17,14125.68,14127.87,,,2473.0,2232.84,,,,,,,1689.0,2473.0,,0.0,304.0,304.0,63.84,,,2678.0,31047.0,,50188.0,8948.0,,,
JNJ,TTM,87696000.0,27141000.0,60555000.0,37640000.0,22915000.0,645000.0,-5990000.0,17626000.0,2859000.0,14684000.0,14684000.0,6.22,6.15,2407350.0,2429975.0,,64781000.0,14684000.0,20790756.38,1414000.0,769000.0,645000.0,18395000.0,25681000.0,27141000.0,7286000.0,14767000.0,32871000.0,0.0,-7190000.0,-7190000.0,-1166243.62,,,,,,,,,,
JNPR,TTM,5034300.0,2084300.0,2950000.0,2618400.0,331600.0,-13600.0,-82900.0,235100.0,-25200.0,250200.0,250200.0,0.78,0.76,324050.0,331225.0,250600.0,4702700.0,250200.0,315691.0,68600.0,82200.0,-13600.0,317300.0,484200.0,2084300.0,166900.0,250200.0,567100.0,0.0,-82900.0,-82900.0,-17409.0,,,,,,,,-10100.0,,
JNVR,TTM,1820.969,,,5366.575,-3569.904,192.825,-40.861,-3417.94,,-3417.94,-3417.94,-0.32,-0.32,10957.421,10957.421,-3569.904,5390.873,-3417.94,-3365.69,192.825,,192.825,-3569.904,-3395.831,,174.073,-3417.94,-3343.581,,-52.25,-52.25,,,,,,,,,,,
JOB,TTM,122402.0,82692.0,39710.0,45328.0,-5618.0,404.0,,-25708.0,-4089.0,-21619.0,-21619.0,-0.20,-0.20,110095.5,110218.75,-26112.0,128020.0,-21619.0,-4384.6844,728.0,324.0,404.0,-25384.0,-22134.0,82644.0,3250.0,-21619.0,-1640.0,0.0002,-20494.0,-20494.0,-3259.6844,,,,,,,,,,
JOBY,TTM,1113.0,245.0,868.0,575989.0,-575121.0,45905.0,52976.0,-476240.0,620.0,-476860.0,-476860.0,-0.70,-0.70,685655.15,685655.15,-575121.0,576234.0,-476860.0,-518711.04,45905.0,,45905.0,-575121.0,-540885.0,245.0,34236.0,-476860.0,-593861.0,0.0,52976.0,52976.0,11124.96,,,,,,,,,,
JOE,TTM,385141.0,226633.0,158508.0,71331.0,87177.0,-23019.0,25829.0,89969.0,23659.0,68454.0,68454.0,1.17,1.17,58324.57,58344.55,87159.0,297964.0,68454.0,66542.14,11228.0,34247.0,-23019.0,124216.0,169750.0,226633.0,45534.0,68454.0,167156.0,0.0,2594.0,2594.0,682.14,29563.0,,,,,,,,,
JOUT,TTM,583317.0,378824.0,204493.0,227771.0,-23278.0,4762.0,6222.0,-12294.0,-4020.0,-8274.0,-8396.0,-0.83,-0.83,10209.0,10228.75,-23278.0,606595.0,-8274.0,-8274.0,4915.0,153.0,4762.0,-12141.0,7138.0,378824.0,19279.0,-8274.0,7138.0,0.0,,,,,,,,,,,,,
JPM,TTM,173238000.0,,,,,,,69032000.0,15259000.0,52070000.0,52070000.0,18.02,17.99,2893300.0,2898250.0,,,53773000.0,57157570.71,,,,,,,9310000.0,53773000.0,,0.0,-4345000.0,-4345000.0,-960429.29,,,-10751000.0,89110000.0,-4345000.0,82533000.0,51959000.0,,,
JRSH,TTM,123387.399,107412.719,15974.68,18560.263,-2585.583,-1294.848,462.928,-3417.503,486.235,-3847.644,-3847.644,-0.31,-0.31,12294.84,12294.84,-2585.583,125972.982,-3847.644,-3847.644,,1294.848,-1294.848,-2122.655,1125.724,107412.719,3248.379,-3847.644,1125.724,0.0002,,,,,,,,,,,,,
JRVR,TTM,817515.0,,,,,,,114115.0,32351.0,-118076.0,-118076.0,-3.14,-3.14,37725.738,41280.519,,703400.0,-107576.0,83555.2632,,25876.0,,139991.0,,,363.0,81764.0,,0.0003,-2500.0,-2500.0,-708.7368,,,,,,,,,,
JSPR,TTM,,,,68679.0,-68679.0,5354.0,-204.0,-63529.0,,-63529.0,-63529.0,-4.75,-4.75,13594.78,13594.78,-68679.0,68679.0,-63529.0,-63557.0,5354.0,,5354.0,-68679.0,-67268.0,,1411.0,-63529.0,-67296.0,,28.0,28.0,,,,,,,,,,,
JTAI,TTM,14478.72,14922.77,-444.04,13268.59,-13712.63,-182.93,,-13895.32,2.46,-14003.83,-14003.83,-1.10,-1.10,12755.14,12755.14,-13712.63,28191.35,-13897.79,-13897.79,,182.93,-182.93,-13712.39,-13576.71,14922.77,135.69,-13897.79,-13576.71,0.0,,,,,,,,,,,,,
JUNE,TTM,2903.179,2085.296,817.883,1855.734,-1037.851,52.125,138.107,-847.619,7.308,-854.927,-854.927,-0.01,-0.01,12714.286,12714.286,-1037.851,3941.03,-854.927,-854.927,,,52.125,-1037.851,-938.489,2085.296,99.362,-854.927,-938.489,0.0002,,,,,,,,,,,,,
JVA,TTM,76111.698,61643.312,14468.386,12941.232,1527.154,-354.692,362.999,1535.461,411.234,1124.227,1124.227,0.20,0.20,5708.599,5708.599,1527.154,74584.544,1124.227,494.1409,50.496,405.188,-354.692,1940.649,2840.803,61643.312,900.154,1124.227,1980.236,0.0003,860.567,860.567,230.4809,,,,,,,,,,
JVSA,TTM,,,,636.29,-636.29,,,696.64,,696.64,696.64,0.09,0.09,7686.25,7686.25,,636.29,696.64,696.64,,,,-636.29,-636.29,,,696.64,-636.29,0.0,,,,,,,,,,,,,
JWEL,TTM,160009.293,156738.018,3271.275,14161.7,-10890.425,-76.049,-418.343,-11384.817,135.116,-11467.142,-11467.142,-5.38,-5.38,2140.863,2140.863,-10890.425,170899.718,-11467.142,-11096.6645,,76.049,-76.049,-11308.768,-9524.301,156738.018,1784.467,-11467.142,-9030.331,0.0003,-493.97,-493.97,-123.4925,,,,,,,,,,
JWN,TTM,14969000.0,9500000.0,5469000.0,5007000.0,462000.0,-103000.0,,384000.0,100000.0,284000.0,284000.0,1.75,1.73,162950.0,166400.0,,14507000.0,284000.0,265510.42,33000.0,136000.0,-103000.0,520000.0,1316000.0,9500000.0,796000.0,284000.0,1291000.0,0.0,25000.0,25000.0,6510.42,,,,,,,,,,
JXJT,TTM,31840.588,26384.219,5456.369,2065.245,3391.124,-4.592,-342.753,3043.779,,3043.779,3043.779,0.50,0.48,6063.237,6366.237,3048.966,28449.464,3043.779,3386.732,0.595,5.187,-4.592,3048.966,3335.3,26384.219,286.334,3043.779,3678.253,,-342.953,-342.953,,81.304,,,,,,,,,
JXN,TTM,3905000.0,,,,,,,-1313000.0,-371000.0,-1002000.0,-1002000.0,-11.55,-11.55,77480.41,78202.25,,5218000.0,-958000.0,-958000.0,,177000.0,,-1136000.0,,,,-958000.0,,0.0,,,,,,,,,,,,,
JYD,TTM,497868.2,513738.832,-15870.632,57756.37,-73627.002,-995.245,-8461.087,-83083.334,-2807.99,-72576.74,-72576.74,-3.47,-3.47,20924.5,20924.5,-79754.62,571495.202,-72576.74,-65302.0151,,995.245,-995.245,-82088.089,-71550.4,513738.832,10537.689,-72576.74,-64021.209,0.0,-7529.191,-7529.191,-254.4661,,,,,,,,,,
JYNT,TTM,120795.62,11238.28,109557.34,108177.81,1379.53,,-6918.19,-5538.66,11317.5,-16856.16,-16856.16,-1.14,-1.14,14866.24,15090.22,-5740.97,119416.09,-16856.16,-11230.96,,,,1379.53,7235.16,11238.28,5855.63,-16856.16,14355.67,0.0,-7120.51,-7120.51,-1495.31,,,,,,,,,,
JZXN,TTM,5931.0,4592.471,1338.529,10838.036,-9499.507,-307.325,19.31,-9787.522,66.25,-9388.548,-9388.548,-2.31,-2.31,4065.609,4065.609,-9499.507,15430.507,-9388.548,-9824.267,5.201,312.526,-307.325,-9474.996,-9173.17,4592.471,301.826,-9853.772,-9133.83,0.0003,-39.34,-39.34,-9.835,,,,,,,,,,
K,TTM,12799000.0,8336000.0,4463000.0,2793000.0,1670000.0,-225000.0,-149000.0,1296000.0,255000.0,1005000.0,1005000.0,2.94,2.91,342086.33,344565.22,1670000.0,11129000.0,1005000.0,1033000.0,,326000.0,-225000.0,1622000.0,1976000.0,8336000.0,354000.0,1033000.0,1976000.0,0.0,,,,,,,,,,,5000.0,,
KACL,TTM,,,,914.37,-914.37,1021.57,,107.2,,107.2,107.2,0.03,0.03,2346.14,4027.06,-914.37,914.37,107.2,107.2,1021.57,,1021.57,-914.37,-914.37,,,107.2,-914.37,0.0,,,,,,,,,,,,,
KAI,TTM,1034033.0,577761.0,456272.0,283256.0,173016.0,-14971.0,233.0,158278.0,42259.0,114962.0,114962.0,9.80,9.77,11730.0,11762.0,173336.0,861017.0,114962.0,114727.44,2091.0,17062.0,-14971.0,175340.0,220225.0,577761.0,44885.0,114962.0,219905.0,0.0,320.0,320.0,85.44,,,,,,,,,,
KALA,TTM,,,,34374.0,-34374.0,-3514.0,-829.0,-38717.0,,-38717.0,-38717.0,-13.52,-13.52,2778.18,2778.18,-39917.0,34374.0,-38717.0,-40054.0,2326.0,5840.0,-3514.0,-32877.0,-32601.0,,276.0,-38717.0,-33938.0,,1337.0,1337.0,,,,,,,,,,,
KALU,TTM,2980300.0,2645400.0,334900.0,239200.0,95700.0,-41300.0,5700.0,60100.0,12800.0,47200.0,47200.0,2.94,2.90,16060.0,16266.75,87300.0,2884600.0,47300.0,38406.66,3500.0,44800.0,-41300.0,104900.0,220400.0,2645400.0,115500.0,47300.0,209100.0,0.0,11300.0,11300.0,2406.66,,,,,,,,,,
KALV,TTM,,,,147115.0,-147115.0,4665.0,680.0,-141770.0,,-141770.0,-141770.0,-3.57,-3.57,39741.26,39741.26,-155567.0,147115.0,-141770.0,-143291.0,4665.0,,4665.0,-147115.0,-146268.0,,847.0,-141770.0,-147789.0,,1521.0,1521.0,,,,,,,,,,,
KAPA,TTM,,,,1890.0,-1890.0,-116.0,,-2006.0,,-2006.0,-2006.0,-0.19,-0.19,11157.608,11157.608,-1890.0,1890.0,-2006.0,-2006.0,,116.0,-116.0,-1890.0,-1730.0,,160.0,-2006.0,-1730.0,,,,,,,,,,,,,,
KAR,TTM,1687800.0,916600.0,771200.0,515400.0,255800.0,-151700.0,6000.0,110100.0,38900.0,21500.0,21500.0,0.19,0.19,108425.0,109025.0,255800.0,1432000.0,71900.0,68936.6,,151700.0,-151700.0,261800.0,359300.0,916600.0,97500.0,71200.0,355800.0,0.0,3500.0,3500.0,1236.6,,,,,,,,,,
KARO,TTM,4357057.0,1427219.0,2929838.0,1756951.0,1172887.0,16048.0,,1173077.0,318033.0,840159.0,840159.0,27.17,27.17,30920.97,30920.97,1172887.0,3184170.0,840159.0,851717.74,44174.0,26165.0,16048.0,1199242.0,1199242.0,1427219.0,,840159.0,1215100.0,0.0,-15858.0,-15858.0,-4299.26,,,,,,,,,,
KAVL,TTM,10108.906,7183.461,2925.445,9355.393,-6429.948,-1056.854,,-7585.234,3.063,-7970.797,-7970.797,-2.49,-2.49,3252.134,3252.134,,16538.854,-7588.297,-7510.5357,,1056.854,-1056.854,-6528.38,-5741.287,7183.461,787.093,-7588.297,-5642.855,0.0002,-98.432,-98.432,-20.6707,,,,,,,,,,
KBH,TTM,6604175.0,5200702.0,1403473.0,663771.0,739702.0,35450.0,27663.0,802815.0,188100.0,610044.0,610166.0,8.03,7.79,76003.75,78304.75,715713.0,5864473.0,614715.0,614715.0,35450.0,,35450.0,739702.0,777388.0,5200702.0,37686.0,614715.0,777388.0,0.0,,,,,122.0,,,,,,,,
KBR,TTM,7350000.0,6303000.0,1047000.0,506000.0,541000.0,-130000.0,46000.0,457000.0,133000.0,319000.0,319000.0,2.36,2.36,133500.0,133500.0,667000.0,6809000.0,320000.0,324962.8,,130000.0,-130000.0,587000.0,736000.0,6303000.0,149000.0,320000.0,743000.0,0.0,-7000.0,-7000.0,-2037.2,,,,,,,,,,
KD,TTM,15299000.0,12276000.0,3023000.0,2724000.0,299000.0,-113000.0,-77000.0,109000.0,198000.0,-89000.0,-89000.0,-0.38,-0.38,230500.0,230500.0,,15000000.0,-89000.0,-88210.0,,113000.0,-113000.0,222000.0,1233000.0,12276000.0,1011000.0,-89000.0,1234000.0,0.0,-1000.0,-1000.0,-210.0,,,,,,,,,,
KDLY,TTM,3096.801,187.725,2909.076,4997.122,-2088.046,-423.339,69.332,-2442.053,,-2442.053,-2442.053,-0.41,-0.41,5939.516,5939.516,-2088.046,5184.847,-2442.053,-2464.215,,423.339,-423.339,-2018.714,-1826.583,100.199,192.131,-2442.053,-1848.745,,22.162,22.162,,,,,,,,,,,
KDP,TTM,15148000.0,6712000.0,8436000.0,4965000.0,3471000.0,-552000.0,48000.0,2967000.0,689000.0,2278000.0,2278000.0,1.66,1.66,1371475.0,1378100.0,3471000.0,11677000.0,2278000.0,2278000.0,,552000.0,-552000.0,3519000.0,4251000.0,6712000.0,732000.0,2278000.0,4251000.0,0.0,,,,,,,,,,,,,
KE,TTM,1650685.0,1522370.0,128315.0,63109.0,65206.0,-22558.0,-27776.0,14872.0,1961.0,12900.0,12900.0,0.52,0.50,25063.5,25277.25,38902.0,1585479.0,12911.0,36252.72,561.0,22184.0,-22558.0,37056.0,75264.0,1522370.0,38208.0,12911.0,102151.0,0.0,-26887.0,-26887.0,-3545.28,,,,,,,,,,
KELYA,TTM,4372900.0,3493600.0,879300.0,831900.0,47400.0,400.0,-9200.0,38600.0,-4000.0,41600.0,41600.0,1.17,1.16,35375.0,35850.0,48900.0,4325500.0,42600.0,43469.0,8300.0,7900.0,400.0,46500.0,95000.0,3493600.0,48500.0,42600.0,96100.0,0.0,-1100.0,-1100.0,-231.0,,,,,,,,,,
KELYB,TTM,4372900.0,3493600.0,879300.0,831900.0,47400.0,400.0,-9200.0,38600.0,-4000.0,41600.0,41600.0,1.17,1.16,35375.0,35850.0,48900.0,4325500.0,42600.0,43469.0,8300.0,7900.0,400.0,46500.0,95000.0,3493600.0,48500.0,42600.0,96100.0,0.0,-1100.0,-1100.0,-231.0,,,,,,,,,,
KEN,TTM,734796.0,599337.0,135459.0,78896.0,56563.0,-48895.0,-46417.0,-38749.0,23199.0,-77978.0,-77978.0,-1.44,-1.44,53466.52,53466.52,56563.0,678233.0,-77978.0,-81106.51,32754.0,71306.0,-48895.0,32557.0,131496.0,599337.0,98939.0,-77978.0,127433.0,0.0,4063.0,4063.0,934.49,,,,,,,,,,
KEQU,TTM,202309.0,149684.0,52625.0,39754.0,12871.0,-1841.0,1107.0,12137.0,-6643.0,18472.0,18472.0,6.41,6.26,2876.25,2958.5,17048.0,189438.0,18472.0,18472.0,,1841.0,-1841.0,13978.0,17200.0,149684.0,3222.0,18472.0,17200.0,0.0,,,,,,,,,,,,,
KEX,TTM,3196360.0,2422660.0,773700.0,368233.0,405467.0,-52471.0,12587.0,365583.0,86720.0,278738.0,278738.0,4.74,4.71,58747.0,59119.0,408363.0,2790893.0,278792.0,276582.96,,52471.0,-52471.0,418054.0,643528.0,2422660.0,225474.0,278792.0,640632.0,0.0,2896.0,2896.0,686.96,,,,,,,,,,
KEY,TTM,5087000.0,,,,,,,164000.0,18000.0,5000.0,5000.0,0.01,0.00,934674.25,936306.5,,,148000.0,535926.83,,,,,,,81000.0,146000.0,,0.0,-438000.0,-438000.0,-48073.17,66000.0,,-398000.0,4087000.0,,3237000.0,,,,
KEYS,TTM,5003000.0,1828000.0,3175000.0,2255000.0,920000.0,11000.0,-38000.0,893000.0,-20000.0,913000.0,913000.0,5.23,5.20,175000.0,176000.0,920000.0,4083000.0,913000.0,913000.0,92000.0,81000.0,11000.0,974000.0,1226000.0,1828000.0,252000.0,913000.0,1226000.0,0.0,,,,,,,,,,,,,
KFFB,TTM,7245.0,,,,,,,-1960.0,-239.0,-1721.0,-1721.0,-0.21,-0.21,8098.715,8098.715,,,-1721.0,-889.476,,,,,,,234.0,-1721.0,,0.0001,-947.0,-947.0,-115.476,,,-24.0,8234.0,-947.0,6970.0,889.0,,,
KFRC,TTM,1424973.0,1032820.0,392153.0,316258.0,75895.0,,-1921.0,73974.0,18905.0,55069.0,55069.0,2.94,2.90,18699.75,18949.75,98347.0,1349078.0,55069.0,55069.0,,,,75895.0,81562.0,1032820.0,5667.0,55069.0,81562.0,0.0,,,,,,,,,,,,,
KFS,TTM,108734.0,,,,,,,-8752.0,-2500.0,-9480.0,-9480.0,-0.37,-0.37,27218.25,27402.0,,117486.0,-9467.0,-5979.58,,4611.0,,-4141.0,,,6595.0,-7409.0,,0.0,-2001.0,-2001.0,-571.58,,,,,,,,,,
KFY,TTM,2772004.0,323945.0,2448059.0,2147711.0,300348.0,-20173.0,-36528.0,243647.0,54015.0,182076.0,182100.0,3.55,3.51,51292.0,51847.75,232211.0,2471656.0,185153.0,238184.46,,20173.0,-20173.0,263820.0,342352.0,323945.0,78532.0,185153.0,410489.0,0.0,-68137.0,-68137.0,-15105.54,,24.0,,,,,,,,
KGC,TTM,4848700.0,3264500.0,1584200.0,392800.0,1191400.0,-29100.0,-21200.0,1141100.0,370100.0,738600.0,738600.0,0.60,0.60,1228523.25,1234451.5,1232700.0,3657300.0,738600.0,757045.62,23000.0,52100.0,-29100.0,1193200.0,2327600.0,3264500.0,1134400.0,738600.0,2354900.0,0.0,-27300.0,-27300.0,-8854.38,,,,,,,,,,
KGEI,TTM,120089.0,37601.0,82488.0,6059.0,76429.0,-3234.0,-2075.0,71120.0,6001.0,14522.0,14522.0,0.41,0.40,35630.5,36574.5,,43660.0,14522.0,16421.9146,,3234.0,-3234.0,74354.0,89243.0,37601.0,14889.0,14522.0,91318.0,0.0001,-2075.0,-2075.0,-175.0854,,,,,,,,,,
KGS,TTM,1075772.0,668147.0,407625.0,147416.0,260209.0,-186348.0,-34669.0,39192.0,15332.0,23938.0,23938.0,0.24,0.21,64276.87,64276.87,241141.0,815563.0,23938.0,45035.88,,186348.0,-186348.0,225540.0,461854.0,668147.0,236314.0,23938.0,496509.0,0.0,-34655.0,-34655.0,-13557.12,,,,,,,,,,
KHC,TTM,26130000.0,17090000.0,9040000.0,3759000.0,5281000.0,-853000.0,-2384000.0,2044000.0,673000.0,1370000.0,1370000.0,1.13,1.11,1215000.0,1223000.0,3023000.0,20849000.0,1370000.0,2961674.66,61000.0,914000.0,-853000.0,2958000.0,3923000.0,17090000.0,965000.0,1370000.0,6296000.0,0.0,-2373000.0,-2373000.0,-781325.34,,,,,,,,,,
KIDS,TTM,189673.0,49926.0,139747.0,168768.0,-29021.0,-999.0,-2403.0,-32423.0,-3979.0,-28444.0,-28444.0,-1.23,-1.23,22975.53,22975.53,-29021.0,218694.0,-28444.0,-25615.65,,,-999.0,-35680.0,-15406.0,49926.0,20274.0,-28444.0,-12182.0,0.0,-3224.0,-3224.0,-395.65,,,,,,,,,,
KIND,TTM,237605.0,41926.0,195679.0,347875.0,-152196.0,26204.0,247.0,-125745.0,725.0,-126470.0,-126470.0,-0.33,-0.33,386295.0,386295.0,-152196.0,389801.0,-126470.0,-126470.0,26204.0,,26204.0,-152196.0,-147476.0,41926.0,4720.0,-126470.0,-147476.0,0.0002,,,,,,,,,,,,,
KINS,TTM,143110.26,,,,,-3970.26,552.06,7026.46,1676.46,5350.0,5350.0,0.49,0.45,10884.22,11373.49,,136083.8,5350.0,5350.0,,3970.26,-3970.26,10996.72,,,2603.26,5350.0,,0.0,,,,,,,,,,,,,
KIRK,TTM,460353.0,331945.0,128408.0,144552.0,-16144.0,-4612.0,-156.0,-20912.0,-1298.0,-19614.0,-19614.0,-1.49,-1.49,12972.0,12972.0,-16816.0,476497.0,-19614.0,-18983.7108,,4612.0,-4612.0,-16300.0,-5532.0,325157.0,10768.0,-19614.0,-4860.0,0.0001,-672.0,-672.0,-41.7108,,,,,,,,,,
KITT,TTM,3623.519,12065.411,-8441.892,18693.075,-27134.967,-8407.408,-26638.709,-62181.084,,-62181.084,-62181.084,-363.96,-363.96,1145.089,1145.089,-53966.394,30758.486,-62181.084,-35042.537,,8407.408,-8407.408,-53773.676,-52532.801,12065.411,1240.875,-62181.084,-25394.254,,-27138.547,-27138.547,,,,,,,,,,,
KKR,TTM,22812654.0,18803303.0,4009351.0,3014601.0,994750.0,307772.0,4791269.0,6093791.0,982677.0,2991119.0,2991119.0,3.38,3.23,886261.41,927809.44,,21817904.0,2991119.0,-230204.4,3566220.0,3258448.0,307772.0,9352239.0,9352239.0,18803303.0,,2991119.0,5511575.0,0.0,3840664.0,3840664.0,619340.6,105834.0,,,,,,,,,
KLAC,TTM,10256832.0,4128613.0,6128219.0,2271818.0,3856401.0,-158502.0,-280891.0,3417008.0,450636.0,2966372.0,2966372.0,22.03,21.88,134775.5,135625.5,,6400431.0,2966372.0,3211450.01,,319190.0,-158502.0,3736198.0,4131348.0,4128613.0,395150.0,2966372.0,4413657.0,0.0,-282309.0,-282309.0,-37230.99,,,,,,,,,,
KLC,TTM,1713740.0,1308548.0,405192.0,262624.0,142568.0,-98367.0,-24805.0,19396.0,10267.0,19838.0,19838.0,0.50,0.50,114366.09,114366.09,117440.0,1571172.0,9129.0,27472.44,,98367.0,-98367.0,117763.0,200411.0,1308548.0,82648.0,9129.0,225539.0,0.0,-25128.0,-25128.0,-6784.56,,,,,,,,,,
KLG,TTM,2719000.0,1940000.0,779000.0,633000.0,146000.0,-33000.0,-20000.0,93000.0,25000.0,68000.0,68000.0,0.80,0.78,85937.5,87437.5,108000.0,2573000.0,68000.0,95784.95,,33000.0,-33000.0,126000.0,202000.0,1940000.0,76000.0,68000.0,240000.0,0.0,-38000.0,-38000.0,-10215.05,,,,,,,,,,
KLIC,TTM,727233.0,450297.0,276936.0,308175.0,-31239.0,36221.0,-44472.0,-39490.0,18276.0,-57766.0,-57766.0,-1.04,-1.05,56130.75,56306.0,-75711.0,758472.0,-57766.0,-22633.12,36307.0,86.0,36221.0,-39404.0,-11397.0,450297.0,28007.0,-57766.0,33075.0,0.0,-44472.0,-44472.0,-9339.12,,,,,,,,,,
KLTO,TTM,,,,618.233,-618.233,-64.459,0.033,-682.659,,-682.659,-682.659,-0.00,-0.00,1044861.36,1044861.36,-618.233,618.233,-682.659,-682.659,,64.459,-64.459,-618.2,-618.2,,,-682.659,-618.2,,,,,,,,,,,,,,
