ticker,date,total_revenue,cost_of_revenue,gross_profit,operating_expense,operating_income,net_non_operating_interest_income_expense,other_income_expense,pretax_income,tax_provision,net_income_common_stockholders,diluted_ni_available_to_com_stockholders,basic_eps,diluted_eps,basic_average_shares,diluted_average_shares,total_operating_income_as_reported,total_expenses,net_income_from_continuing_&_discontinued_operation,normalized_income,interest_income,interest_expense,net_interest_income,ebit,ebitda,reconciled_cost_of_revenue,reconciled_depreciation,net_income_from_continuing_operation_net_minority_interest,normalized_ebitda,tax_rate_for_calcs,total_unusual_items_excluding_goodwill,total_unusual_items,tax_effect_of_unusual_items,rent_expense_supplemental,average_dilution_earnings,credit_losses_provision,non_interest_expense,special_income_charges,interest_income_after_provision_for_loan_loss,total_money_market_investments,earnings_from_equity_interest_net_of_tax,income_from_associates_&_other_participating_interests,other_non_operating_income_expenses
KLTR,TTM,177586.0,62114.0,115472.0,144597.0,-29125.0,1611.0,-586.0,-29300.0,7477.0,-36777.0,-36777.0,-0.26,-0.26,145767.407,145767.407,-29125.0,206711.0,-36777.0,-36314.06,4575.0,2909.0,1611.0,-26391.0,-21249.0,62114.0,5142.0,-36777.0,-20663.0,0.0002,-586.0,-586.0,-123.06,,,,,,,,,,
KLXE,TTM,738000.0,574400.0,163600.0,172100.0,-8500.0,-35600.0,-100.0,-44200.0,3400.0,-47600.0,-47600.0,-2.01,-2.01,16150.0,16200.0,-8600.0,746500.0,-47600.0,-47521.0,2900.0,38500.0,-35600.0,-5700.0,83000.0,574400.0,88700.0,-47600.0,83100.0,0.0,-100.0,-100.0,-21.0,,,,,,,,,,
KMB,TTM,20100000.0,12858000.0,7242000.0,3813000.0,3429000.0,-207000.0,-160000.0,3062000.0,649000.0,2607000.0,2607000.0,7.74,7.72,336825.0,338125.0,3332000.0,16671000.0,2607000.0,2683440.56,69000.0,276000.0,-207000.0,3338000.0,4089000.0,12858000.0,751000.0,2607000.0,4186000.0,0.0,-97000.0,-97000.0,-20559.44,,,,,,,,225000.0,,
KMDA,TTM,154574.0,89657.0,64917.0,48094.0,16823.0,688.0,-2263.0,15248.0,176.0,15072.0,15072.0,0.29,0.27,52305.48,57150.51,16823.0,137751.0,15072.0,16340.19,1351.0,663.0,688.0,15911.0,28764.0,89657.0,12853.0,15072.0,30047.0,0.0,-1283.0,-1283.0,-14.81,,,,,,,,,,
KMI,TTM,15151000.0,6770000.0,8381000.0,4079000.0,4302000.0,-1854000.0,892000.0,3340000.0,696000.0,2526000.0,2526000.0,1.13,1.13,2220500.0,2220500.0,4377000.0,10849000.0,2540000.0,2480628.74,,,-1854000.0,4302000.0,6627000.0,6770000.0,2325000.0,2540000.0,6552000.0,0.0,75000.0,75000.0,15628.74,,,,,,,,,,
KMPR,TTM,4629300.0,,,,,,,332700.0,64600.0,271800.0,271800.0,0.80,0.78,64199.1,64452.8,,4296600.0,271800.0,311688.64,,56200.0,,388900.0,,,49300.0,271800.0,,0.0,-49500.0,-49500.0,-9611.36,,,,,,,,,,
KMT,TTM,2036371.0,1421167.0,615204.0,444395.0,170809.0,-26183.0,-7232.0,137394.0,30656.0,101389.0,101389.0,1.28,1.28,78900.5,79454.5,161132.0,1865562.0,101389.0,108906.82,,26183.0,-26183.0,163577.0,298315.0,1297659.0,134738.0,101389.0,307992.0,0.0,-9677.0,-9677.0,-2159.18,,,,,,,,,,
KMX,TTM,25902067.0,23150651.0,2751416.0,3058662.0,-307246.0,858618.0,9292.0,560553.0,143033.0,417520.0,417520.0,2.66,2.66,157323.5,157815.0,,26209313.0,417520.0,417520.0,1777000.0,841182.0,858618.0,1401735.0,1677142.0,23139606.0,275407.0,417520.0,1677142.0,0.0,,,,282800.0,,,,,,,,,
KN,TTM,801000.0,488900.0,312100.0,253500.0,58600.0,-16100.0,-5900.0,36600.0,-9800.0,-208900.0,-208900.0,-2.34,-2.35,89400.0,90325.0,55400.0,742400.0,-208900.0,48928.0,,18100.0,-16100.0,54700.0,108100.0,488900.0,53400.0,46400.0,111300.0,0.0,-3200.0,-3200.0,-672.0,,,,,,,,,,
KNDI,TTM,124609.232,86035.209,38574.023,51284.071,-12710.048,7638.217,6465.502,1393.671,2325.904,-1373.868,-1373.868,-0.04,-0.04,84971.232,85558.428,-14937.171,137319.28,-1373.868,-2138.1361,9562.558,1924.341,7638.217,3318.012,3318.012,86035.209,12658.754,-1373.868,2350.584,0.0002,967.428,967.428,203.1599,,,,,,,,,,
KNF,TTM,2888677.0,2320486.0,568191.0,258831.0,309360.0,-55939.0,11237.0,264658.0,65552.0,199106.0,199106.0,3.51,3.51,56597.25,56800.0,309360.0,2579317.0,199106.0,199106.0,,55939.0,-55939.0,320597.0,453410.0,2320486.0,132813.0,199106.0,453410.0,0.0,,,,,,,,,,,,,
KNSA,TTM,384098.0,93135.0,290963.0,317199.0,-26236.0,,9513.0,-16723.0,-7655.0,-9068.0,-9068.0,-0.12,-0.12,70936.5,72800.47,-26236.0,410334.0,-9068.0,-9068.0,,,,-26236.0,-24401.0,93135.0,1835.0,-9068.0,-24401.0,0.0,,,,,,,,,,,,,
KNSL,TTM,1526573.0,,,,,,,506086.0,96950.0,409136.0,409136.0,17.69,17.53,23130.5,23333.25,,1020487.0,409136.0,409136.0,,10009.0,,516095.0,,,,409136.0,,0.0,,,,,,,,,,,,,
KNTK,TTM,1446081.0,895372.0,550709.0,330683.0,220026.0,-240305.0,301965.0,281686.0,-213677.0,303871.0,400881.0,5.70,2.97,58312.0,153046.75,211700.0,1226055.0,495363.0,432866.1,2651.0,235866.0,-240305.0,517552.0,826517.0,895372.0,308965.0,495363.0,747407.0,0.0,79110.0,79110.0,16613.1,,,,,,,,,,
KNW,TTM,,,,14640.635,-14366.616,-898.807,,-15883.927,,-16335.369,-16335.369,-0.21,-0.21,74864.455,74864.455,-14366.616,14366.616,-15883.927,-15377.062,139.692,1038.499,-898.807,-14845.428,-14523.615,,321.813,-15883.927,-14016.75,,-506.865,-506.865,,,,,,,,,,,
KNX,TTM,7477716.0,6424485.0,1053231.0,856413.0,196818.0,-148095.0,10790.0,59513.0,23547.0,37474.0,37474.0,0.24,0.23,161610.25,162079.5,183715.0,7280898.0,37474.0,45392.65,18322.0,166417.0,-148095.0,225930.0,1015797.0,6424485.0,789867.0,37474.0,1028900.0,0.0,-13103.0,-13103.0,-5184.35,177975.0,,,,,,,,,
KO,TTM,46366000.0,18345000.0,28021000.0,14507000.0,13514000.0,-587000.0,-165000.0,12762000.0,2340000.0,10409000.0,10409000.0,2.42,2.41,4311750.0,4323250.0,9556000.0,32852000.0,10409000.0,11914889.99,1051000.0,1638000.0,-587000.0,14400000.0,15470000.0,17290000.0,1070000.0,10409000.0,17314000.0,0.0,-1844000.0,-1844000.0,-338110.01,,,,,,,,,,
KOD,TTM,,,,211912.0,-211912.0,14735.0,-502.0,-197679.0,,-197679.0,-197679.0,-3.77,-3.77,52501.29,52501.29,-211912.0,211912.0,-197679.0,-197679.0,14740.0,5.0,14735.0,-197674.0,-170713.0,,26961.0,-197679.0,-170713.0,,,,,,,,,,,,,,
KODK,TTM,1060000.0,856000.0,204000.0,211000.0,-7000.0,-48000.0,126000.0,71000.0,6000.0,47000.0,51000.0,0.59,0.56,79700.0,90100.0,,1067000.0,65000.0,96126.7606,12000.0,60000.0,-48000.0,131000.0,158000.0,856000.0,27000.0,65000.0,192000.0,0.0001,-34000.0,-34000.0,-2873.2394,,4000.0,,,,,,,,
KOP,TTM,2128300.0,1692800.0,435500.0,246800.0,188700.0,-75600.0,-9400.0,103700.0,31900.0,75500.0,75500.0,3.63,3.52,20799.0,21465.5,179000.0,1939600.0,75500.0,82216.1,,75600.0,-75600.0,179300.0,245800.0,1692800.0,66500.0,75500.0,255500.0,0.0,-9700.0,-9700.0,-2983.9,,,,,,,,,,
KOPN,TTM,41545.194,29858.169,11687.025,34500.673,-22813.648,904.654,-25422.504,-47331.498,78.0,-47409.498,-47409.498,-0.40,-0.40,115618.272,115618.272,-47613.648,64358.842,-47409.498,-27174.6221,904.654,,904.654,-22813.648,-22261.05,29858.169,552.598,-47409.498,3352.717,0.0002,-25613.767,-25613.767,-5378.8911,,,,,,,,,,
KORE,TTM,284942.0,129988.0,154954.0,196357.0,-41403.0,-47558.0,-127130.0,-216091.0,-5151.0,-210940.0,-210940.0,-11.81,-11.81,18476.962,18476.962,72481.0,326345.0,-210940.0,-87948.3655,998.0,48556.0,-47558.0,-167535.0,-109780.0,129988.0,57755.0,-210940.0,16215.0,0.0,-125995.0,-125995.0,-3003.3655,,,,,,,,,,
KOS,TTM,1785562.0,906665.0,878897.0,145503.0,733394.0,-72570.0,-235800.0,425024.0,206913.0,218111.0,218111.0,0.46,0.45,467901.5,480292.25,,1052168.0,218111.0,389189.45,22937.0,86315.0,-72570.0,511339.0,945574.0,906665.0,434235.0,218111.0,1162129.0,0.0002,-216555.0,-216555.0,-45476.55,,,,,,,,,,
KOSS,TTM,12265.07,8079.62,4185.45,6057.61,-1872.16,847.64,,-1024.52,-73.6,-950.91,-950.91,-0.12,-0.12,9270.18,9270.18,-1872.16,14137.23,-950.91,-950.91,847.64,,847.64,-1872.16,-1679.89,8079.62,192.27,-950.91,-1679.89,0.0,,,,,,,,,,,,,
KPLT,TTM,241789.0,194523.0,47266.0,54179.0,-6913.0,-16895.0,-6942.0,-30750.0,225.0,-30975.0,-30975.0,-7.35,-7.35,4260.5,4260.5,-13913.0,248702.0,-30975.0,-25490.82,1378.0,18273.0,-16895.0,-12477.0,125055.0,194523.0,137532.0,-30975.0,131997.0,0.0,-6942.0,-6942.0,-1457.82,,,,,,,,,,
KPRX,TTM,16000.0,,,9905.176,6094.824,848.382,-1303.258,5639.948,,5549.629,5549.629,1.22,1.05,3027.092,3278.652,4956.321,9905.176,5549.629,6471.4658,859.514,,848.382,2372.562,2393.79,,21.228,5549.629,3560.672,0.0002,-1166.882,-1166.882,-245.0452,,,,,,,,,,
KPTI,TTM,148442.0,6162.0,142280.0,268250.0,-125970.0,-23988.0,62775.0,-87183.0,296.0,-87479.0,-129663.0,-0.74,-1.05,119081.0,123650.75,-125970.0,274412.0,-87479.0,-122793.58,8438.0,32426.0,-23988.0,-54757.0,-54421.0,6162.0,336.0,-87479.0,-99123.0,0.0002,44702.0,44702.0,9387.42,,,,,,,,,,
KR,TTM,150202000.0,116505000.0,33697000.0,29483000.0,4214000.0,-401000.0,-225000.0,3588000.0,781000.0,2777000.0,2777000.0,3.85,3.82,720000.0,726500.0,4214000.0,145988000.0,2795000.0,2985888.52,,401000.0,-401000.0,3989000.0,7790000.0,115883000.0,3801000.0,2795000.0,8034000.0,0.0,-244000.0,-244000.0,-53111.48,890000.0,,,,,,,,,
KRMD,TTM,30817.017,11560.846,19256.171,26398.146,-7141.975,555.845,-27.959,-6614.089,5144.875,-11758.964,-11758.964,-0.25,-0.25,45708.532,45708.532,-7141.975,37958.992,-11758.964,-11736.8764,555.845,,555.845,-7141.975,-6248.388,11560.846,893.587,-11758.964,-6220.429,0.0002,-27.959,-27.959,-5.8714,,,,,,,,,,
KRNT,TTM,199714.0,124509.0,75205.0,139129.0,-63924.0,27128.0,,-39999.0,1951.0,-41950.0,-41950.0,-0.87,-0.87,47745.7,47745.7,-63924.0,263638.0,-41950.0,-40015.29,27364.0,,27128.0,-63924.0,-50903.0,124509.0,13021.0,-41950.0,-48454.0,0.0,-2449.0,-2449.0,-514.29,,,,,,,,,,
KRNY,TTM,134503.0,,,,,,,-86749.0,3668.0,-90417.0,-90417.0,-1.45,-1.45,62287.75,62287.75,,,-90417.0,-12725.24,,,,,,,5126.0,-90417.0,,0.0,-98344.0,-98344.0,-20652.24,,,-6089.0,117793.0,,129791.0,,,,
KRO,TTM,1864100.0,1535600.0,328500.0,244200.0,84300.0,-28700.0,69100.0,124700.0,30600.0,94100.0,94100.0,0.81,0.81,115025.0,115025.0,88600.0,1779800.0,94100.0,90628.79,6400.0,35100.0,-28700.0,159800.0,222200.0,1535600.0,62400.0,94100.0,217600.0,0.0,4600.0,4600.0,1128.79,,,,,,,,,,
KRON,TTM,8412.0,,,109149.0,-100737.0,8334.0,,-102851.0,,-102851.0,-102851.0,-1.74,-1.74,59012.472,59012.472,-111185.0,109149.0,-102851.0,-92403.0,8334.0,,8334.0,-100737.0,-98854.0,,1883.0,-102851.0,-88406.0,,-10448.0,-10448.0,,,,,,,,,,,
KROS,TTM,651.0,,,202285.0,-201634.0,,20064.0,-181570.0,,-181570.0,-181570.0,-5.22,-5.22,34881.44,34881.44,-204034.0,202285.0,-181570.0,-202303.0,,,,-187085.0,-185941.0,,1144.0,-181570.0,-206674.0,,20733.0,20733.0,,,,,,,,,,,
KRRO,TTM,,,,91619.0,-91619.0,,6365.0,-85254.0,47.0,-85301.0,-85301.0,-9.19,-9.19,9279.94,9279.94,-91619.0,91619.0,-85301.0,-85301.0,,,,-91619.0,-88268.0,,3351.0,-85301.0,-88268.0,0.0,,,,,,,,,,,,,
KRT,TTM,416566.0,257966.0,158600.0,120722.0,37878.0,363.0,-927.0,37314.0,8172.0,28258.0,28258.0,1.41,1.41,19983.99,20086.31,35086.0,378688.0,28258.0,30512.73,2497.0,2134.0,363.0,39448.0,56979.0,257966.0,17531.0,28258.0,59866.0,0.0,-2887.0,-2887.0,-632.27,,,,,,,,,,
KRUS,TTM,237860.0,208337.0,29523.0,39475.0,-9952.0,2868.0,-1553.0,-8637.0,167.0,-8804.0,-8804.0,-0.03,-0.03,11159.25,11159.25,-11505.0,247812.0,-8804.0,-7577.13,2915.0,47.0,2868.0,-8590.0,3197.0,196975.0,11787.0,-8804.0,4750.0,0.0,-1553.0,-1553.0,-326.13,16792.0,,,,,,,,,
KRYS,TTM,241519.0,17983.0,223536.0,158582.0,64954.0,29949.0,-37500.0,57403.0,5031.0,52372.0,52372.0,1.85,1.78,28447.94,29464.81,27454.0,176565.0,52372.0,86585.37,,,29949.0,175078.0,181090.0,17983.0,6012.0,52372.0,218590.0,0.0,-37500.0,-37500.0,-3286.63,,,,,,,,,,
KSCP,TTM,11794.0,15617.0,-3823.0,24626.0,-28449.0,-290.0,,-28739.0,,-28739.0,-28739.0,-0.33,-0.33,93940.06,93940.06,-28863.0,40243.0,-28739.0,-28871.0,,,-290.0,-23877.0,-21388.0,15617.0,2489.0,-28739.0,-21520.0,,132.0,132.0,,,,,,,,,,,
KSS,TTM,17124000.0,10260000.0,6864000.0,6199000.0,665000.0,-340000.0,,325000.0,41000.0,284000.0,284000.0,2.58,2.55,110500.0,111500.0,665000.0,16459000.0,284000.0,284000.0,,340000.0,-340000.0,665000.0,1416000.0,10260000.0,751000.0,284000.0,1416000.0,0.0,,,,,,,,,,,,,
KTB,TTM,2578094.0,1442670.0,1135424.0,801989.0,333435.0,-31147.0,-10850.0,291438.0,40843.0,250595.0,250595.0,4.29,4.23,55913.0,56783.0,333435.0,2244659.0,250595.0,250595.0,9723.0,40870.0,-31147.0,332308.0,372001.0,1442670.0,39693.0,250595.0,372001.0,0.0,,,,,,,,,,,,,
KTCC,TTM,566942.0,527063.0,39879.0,33552.0,6327.0,-11945.0,431.0,-5187.0,-2400.0,-2787.0,-2787.0,-0.26,-0.26,10762.0,10762.0,6758.0,560615.0,-2787.0,-3127.49,,11945.0,-11945.0,6758.0,17796.0,527063.0,11038.0,-2787.0,17365.0,0.0,431.0,431.0,90.51,,,,,,,,,,
KTOS,TTM,1127000.0,837700.0,289300.0,251000.0,38300.0,-7700.0,-500.0,30100.0,12300.0,14800.0,14800.0,0.10,0.10,144275.0,144275.0,37700.0,1088700.0,14800.0,15074.0,,8900.0,-7700.0,39000.0,90000.0,837700.0,51000.0,14600.0,90600.0,0.0,-600.0,-600.0,-126.0,,,,,,,,,,
KTTA,TTM,,131.778,129.131,16923.916,-16923.916,572.19,-19.217,-16370.943,,-16387.838,-16387.838,-14.83,-14.83,1095.53,1095.53,-16923.916,16923.916,-16387.838,-16351.726,572.19,,572.19,-16923.916,-16274.925,131.778,648.991,-16370.943,-16255.708,,-19.217,-19.217,,,,,,,,,,,
KULR,TTM,9555.967,6452.27,3103.697,23158.74,-20055.043,-1499.247,-100.817,-21655.107,,-21655.107,-21655.107,-0.16,-0.16,141711.12,141711.12,-20055.043,29611.01,-21655.107,-21623.749,,1499.247,-1499.247,-20155.86,-17585.072,6452.27,2570.788,-21655.107,-17553.714,,-31.358,-31.358,,,,,,,,,,,
KURA,TTM,,,,217502.0,-217502.0,19950.0,,-197552.0,,-197552.0,-197552.0,-2.35,-2.35,83720.75,83720.75,,217502.0,-197552.0,-197552.0,21560.0,1610.0,19950.0,-195942.0,-195084.0,,858.0,-197552.0,-195084.0,,,,,,,,,,,,,,
KVAC,TTM,,,,1207.54,-1207.54,3977.4,5596.11,8365.98,,8365.98,8365.98,0.75,0.75,4417.89,15361.91,,1207.54,8365.98,3945.05,3977.4,,3977.4,-1207.54,-1207.54,,,8365.98,-6803.64,0.0,5596.11,5596.11,1175.18,,,,,,,,,,
KVHI,TTM,118366.0,89438.0,28928.0,48667.0,-19739.0,3399.0,-2306.0,-18646.0,285.0,-18931.0,-18931.0,-0.99,-0.99,19337.75,19337.75,-20876.0,138105.0,-18931.0,-18032.77,3402.0,3.0,3399.0,-18643.0,-5074.0,89438.0,13569.0,-18931.0,-3937.0,0.0002,-1137.0,-1137.0,-238.77,,,,,,,,,,
KVUE,TTM,15459000.0,6527000.0,8932000.0,6388000.0,2544000.0,-379000.0,-739000.0,1426000.0,362000.0,1064000.0,1064000.0,0.55,0.55,1915135.0,1920825.0,1818000.0,12915000.0,1064000.0,1610922.86,,487000.0,-379000.0,1913000.0,2559000.0,6527000.0,646000.0,1064000.0,3292000.0,0.0,-733000.0,-733000.0,-186077.14,,,,,,,,,,
KVYO,TTM,868918.0,194580.0,674338.0,760092.0,-85754.0,39596.0,164.0,-45994.0,-530.0,-45464.0,-45464.0,-0.15,-0.15,263465.44,263465.44,-85754.0,954672.0,-45464.0,-45464.0,39596.0,,39596.0,-62173.0,-45574.0,194580.0,16599.0,-45464.0,-45574.0,0.0,,,,,,,,,,,,,
KW,TTM,536000.0,170200.0,365800.0,294900.0,70900.0,-262100.0,-159900.0,-351100.0,-37800.0,-357400.0,-357400.0,-2.58,-2.58,138166.76,138166.76,,465100.0,-313900.0,-404293.88,,262100.0,-262100.0,-89000.0,62700.0,170200.0,151700.0,-313900.0,-38600.0,0.0,101300.0,101300.0,10906.12,152100.0,,,,,,,,,
KWE,TTM,1549.853,1759.358,-209.505,11978.94,-12188.445,-199.983,4868.388,-7520.04,,-7520.04,-7520.04,-1.01,-1.01,6501.446,6501.446,-12178.445,13738.298,-7520.04,-13430.888,50.604,313.097,-199.983,-7206.943,-5901.019,1759.358,1305.924,-7520.04,-11811.867,,5910.848,5910.848,,,,,,,,,,,
KWR,TTM,1862709.0,1161723.0,700986.0,476944.0,224042.0,-43880.0,-9925.0,170237.0,59082.0,122206.0,122208.0,6.83,6.82,17892.25,17917.67,213946.0,1638667.0,122656.0,128150.51,,43880.0,-43880.0,214117.0,297829.0,1161723.0,83712.0,122656.0,306244.0,0.0,-8415.0,-8415.0,-2920.49,,,,,,,,11613.0,,
KXIN,TTM,31535.0,31193.0,342.0,21326.0,-20984.0,-525.0,-32273.0,-53782.0,-228.0,-53563.0,-53563.0,-2.34,-2.34,22883.555,22883.555,-20984.0,52519.0,-53563.0,-21435.778,,525.0,-525.0,-53257.0,-50775.0,31193.0,2482.0,-53563.0,-18511.0,0.0,-32264.0,-32264.0,-136.778,,,,,,,,,,
KYMR,TTM,87563.0,,,282830.0,-195267.0,32718.0,,-167474.0,,-167474.0,-167474.0,-2.34,-2.34,69628.64,69628.64,-200192.0,282830.0,-167474.0,-162549.0,32960.0,242.0,32718.0,-167232.0,-160955.0,,6277.0,-167474.0,-156030.0,,-4925.0,-4925.0,,,,,,,,,,,
KYTX,TTM,,,,100452.0,-100452.0,8918.0,-94.0,-91628.0,,-91628.0,-91628.0,-2.12,-2.12,43146.852,43146.852,-100452.0,100452.0,-91628.0,-91628.0,9098.0,180.0,8918.0,-91448.0,-89536.0,,1912.0,-91628.0,-89536.0,,,,,,,,,,,,,,
KZR,TTM,7000.0,,,106541.0,-99541.0,8642.0,,-98568.0,,-98568.0,-98568.0,-13.50,-13.50,7276.74,7276.74,-107210.0,106541.0,-98568.0,-90899.0,10238.0,1596.0,8642.0,-96972.0,-95893.0,,1079.0,-98568.0,-88224.0,,-7669.0,-7669.0,,,,,,,,,,,
L,TTM,16961000.0,,,,,,,2299000.0,517000.0,1673000.0,1673000.0,7.53,7.52,221712.5,222012.5,,14662000.0,1673000.0,1673000.0,,427000.0,,2726000.0,,,,1673000.0,,0.0,,,,,,,,,,,,,
LAAC,TTM,,,,49659.0,-49659.0,24733.0,13467.0,-11459.0,,1251922.0,1251922.0,8.06,7.79,160980.0,163388.5,,49659.0,1251922.0,-32032.0,47924.0,24488.0,24733.0,13029.0,14361.0,,1332.0,-11458.0,-6213.0,,20574.0,20574.0,,,,,,,,,,,
LAB,TTM,155902.0,80188.0,75714.0,195641.0,-119927.0,8336.0,-12859.0,-124450.0,139.0,-170603.0,-170603.0,-0.69,-0.69,279504.5,279504.5,-163805.0,275829.0,-124589.0,-109843.65,,,8336.0,-126525.0,-109711.0,80188.0,16814.0,-124589.0,-91046.0,0.0002,-18665.0,-18665.0,-3919.65,,,,,,,,,,
LAC,TTM,,7.0,-7.0,31122.0,-31129.0,14042.0,-16162.0,-33249.0,,-33249.0,-33249.0,-0.15,-0.15,218294.0,218294.0,,31129.0,-33249.0,-17087.0,14175.0,-17.0,14042.0,-33266.0,-33101.0,7.0,165.0,-33249.0,-16939.0,,-16162.0,-16162.0,,,,,,,,,,,
LAD,TTM,34689000.0,29238800.0,5450200.0,3929800.0,1520400.0,-501700.0,52400.0,1071100.0,250600.0,799300.0,799300.0,29.33,29.29,27275.0,27300.0,1531800.0,33168600.0,799300.0,799759.62,,531800.0,-501700.0,1602900.0,1953800.0,29120900.0,350900.0,799300.0,1954400.0,0.0,-600.0,-600.0,-140.38,124300.0,,,,,,,,,
LAES,TTM,30058.0,16009.0,14049.0,15999.0,-1950.0,-903.0,-190.0,-3043.0,225.0,-3268.0,-3268.0,-0.21,-0.21,7799.766,7799.766,-4141.0,32008.0,-3268.0,-3106.96,88.0,987.0,-903.0,-2056.0,-1486.0,16009.0,570.0,-3268.0,-1310.0,0.0001,-176.0,-176.0,-14.96,,,,,,,,,,
LAKE,TTM,137739.0,81755.0,55984.0,55050.0,934.0,-585.0,3726.0,4076.0,2158.0,1917.0,1917.0,0.26,0.26,7367.58,7602.16,935.0,136805.0,1917.0,1917.0,,585.0,-585.0,4661.0,7442.0,81755.0,2781.0,1917.0,7442.0,0.0,,,,,,,,,,,,,
LANC,TTM,1876745.0,1442341.0,434404.0,221078.0,213326.0,,-7560.0,205766.0,46403.0,158962.0,158962.0,5.79,5.79,27442.0,27462.25,198452.0,1663419.0,159363.0,170882.71,,,,213326.0,269987.0,1442341.0,56661.0,159363.0,284861.0,0.0,-14874.0,-14874.0,-3354.29,,,,,,,,,,
LANV,TTM,426178.0,175236.0,250942.0,366649.0,-115707.0,-19822.0,-7317.0,-142846.0,3407.0,-129313.0,-129313.0,-0.98,-0.98,131625.0,131625.0,-118557.0,541885.0,-129313.0,-123825.25,310.0,19595.0,-19822.0,-123251.0,-76305.0,175236.0,46946.0,-129313.0,-68988.0,0.0003,-7317.0,-7317.0,-1829.25,27631.0,,,,,,,,,
LARK,TTM,56259.0,,,,,,,12972.0,1665.0,11307.0,11307.0,2.06,2.06,5475.58,5477.73,,,11307.0,11307.0,,,,,,,2879.0,11307.0,,0.0,,,,,,-350.0,42937.0,-1108.0,42883.0,198.0,,,
LASE,TTM,3664.27,1600.9,2063.37,7740.22,-5676.85,,168.46,-5508.39,,-5508.39,-5508.39,-0.57,-0.57,9957.28,9957.28,-5897.15,9341.12,-5508.39,-5291.59,,,,-5867.09,-5096.58,1600.9,770.51,-5508.39,-4879.78,,-216.8,-216.8,,,,,,,,,,,
LASR,TTM,203059.0,161367.0,41692.0,94424.0,-52732.0,1660.0,2556.0,-48516.0,552.0,-49068.0,-49068.0,-1.03,-1.03,47444.5,47444.5,-53549.0,255791.0,-49068.0,-48422.57,,,1660.0,-52732.0,-35932.0,161367.0,16800.0,-49068.0,-35115.0,0.0,-817.0,-817.0,-171.57,,,,,,,,,,
LATG,TTM,,,,2505.79,-2505.79,2318.88,-2966.81,-3153.73,,-3153.73,-3153.73,-0.27,-0.27,3250.0,4494.96,-2505.79,2505.79,-3153.73,-2852.12,2318.88,,2318.88,-2505.79,-2505.79,,,-3153.73,-2204.18,,-301.61,-301.61,,,,,,,,,,,
LAUR,TTM,1552681.0,1138350.0,414331.0,53119.0,361212.0,-10080.0,7640.0,358772.0,108750.0,244704.0,244704.0,1.58,1.57,154956.5,155648.5,359759.0,1191469.0,244704.0,244975.94,8417.0,18497.0,-10080.0,377269.0,484897.0,1138350.0,107628.0,250328.0,477217.0,0.0,7680.0,7680.0,2327.94,,,,,,,,167.0,,
LAW,TTM,143584.0,36573.0,107011.0,150281.0,-43270.0,7447.0,,-35823.0,591.0,-36414.0,-36414.0,-0.60,-0.60,60394.0,60394.0,-43270.0,186854.0,-36414.0,-36414.0,7412.0,-35.0,7447.0,-35858.0,-31618.0,36573.0,4240.0,-36414.0,-31618.0,0.0,,,,,,,,,,,,,
LAZ,TTM,3080393.0,2027996.0,1052397.0,661758.0,390639.0,-39404.0,,351285.0,71379.0,250914.0,251778.0,2.74,2.58,92000.71,98420.85,351285.0,2689754.0,257169.0,257129.16,46256.0,85660.0,-39404.0,436945.0,475189.0,2027996.0,38244.0,257169.0,475139.0,0.0,50.0,50.0,10.16,132573.0,864.0,,,,,,,,
LAZR,TTM,76492.0,140358.0,-63866.0,445395.0,-509261.0,1924.0,-30015.0,-537352.0,1708.0,-539060.0,-539060.0,-1.28,-1.28,420792.643,420792.643,-531012.0,585753.0,-539060.0,-515348.15,15548.0,13624.0,1924.0,-523728.0,-482268.0,140358.0,41460.0,-539060.0,-452253.0,0.0002,-30015.0,-30015.0,-6303.15,,,,,,,,,,
LB,TTM,110949.0,2103.0,108846.0,118449.0,-9603.0,-41483.0,249.0,-50837.0,2175.0,-46642.0,-46642.0,-2.68,-2.68,17425.0,17425.0,-9603.0,120552.0,-46642.0,-46642.0,,41483.0,-41483.0,-9354.0,-631.0,2166.0,8660.0,-46642.0,-631.0,0.0,,,,,,,,,,,,,
LBGJ,TTM,10794.015,8086.367,2707.648,3197.298,-489.65,-332.137,-739.82,-1561.607,-187.72,-1371.141,-1371.141,-0.07,-0.07,18600.0,18600.0,-1717.396,11283.665,-1371.141,-417.7345,98.502,430.639,-332.137,-1130.968,-670.248,8086.367,460.72,-1371.141,414.401,0.0001,-1084.649,-1084.649,-131.2425,,,,,,,,,,
LBPH,TTM,,,,87450.0,-87450.0,11260.0,-154.0,-76344.0,,-76344.0,-76344.0,-2.25,-2.25,34294.63,34294.63,-87450.0,87450.0,-76344.0,-76344.0,11260.0,,11260.0,-87450.0,-87445.0,,5.0,-76344.0,-87445.0,,,,,,,,,,,,,,
LBRDA,TTM,1003000.0,,,911000.0,92000.0,-204000.0,1117000.0,1005000.0,222000.0,783000.0,783000.0,5.44,5.43,143750.0,144000.0,92000.0,911000.0,783000.0,852340.3,,204000.0,-204000.0,1209000.0,1427000.0,,218000.0,783000.0,1516000.0,0.0,-89000.0,-89000.0,-19659.7,,,,,,,,,,
