Ticker,Datetime,Price
A,2023-09-05 09:30:00,118.73
A,2023-09-06 09:30:00,117.94
A,2023-09-07 09:30:00,116.26
A,2023-09-08 09:30:00,113.99
A,2023-09-11 09:30:00,113.1
A,2023-09-12 09:30:00,112.78
A,2023-09-13 09:30:00,113.43
A,2023-09-14 09:30:00,114.88
A,2023-09-15 09:30:00,115.91
A,2023-09-18 09:30:00,112.69
A,2023-09-19 09:30:00,112.31
A,2023-09-20 09:30:00,112.47
A,2023-09-21 09:30:00,109.73
A,2023-09-22 09:30:00,111.41
A,2023-09-25 09:30:00,111.94
A,2023-09-26 09:30:00,110.73
A,2023-09-27 09:30:00,110.5
A,2023-09-28 09:30:00,112.0
A,2023-09-29 09:30:00,111.82
A,2023-10-02 09:30:00,110.9
A,2023-10-03 09:30:00,110.26
A,2023-10-04 09:30:00,111.67
A,2023-10-05 09:30:00,110.35
A,2023-10-06 09:30:00,110.64
A,2023-10-09 09:30:00,111.28
A,2023-10-10 09:30:00,113.29
A,2023-10-11 09:30:00,113.38
A,2023-10-12 09:30:00,108.94
A,2023-10-13 09:30:00,110.51
A,2023-10-16 09:30:00,111.5
A,2023-10-17 09:30:00,112.4
A,2023-10-18 09:30:00,108.61
A,2023-10-19 09:30:00,109.51
A,2023-10-20 09:30:00,109.23
A,2023-10-23 09:30:00,109.34
A,2023-10-24 09:30:00,105.64
A,2023-10-25 09:30:00,103.4
A,2023-10-26 09:30:00,104.31
A,2023-10-27 09:30:00,102.77
A,2023-10-30 09:30:00,101.17
A,2023-10-31 09:30:00,103.37
A,2023-11-01 09:30:00,102.86
A,2023-11-02 09:30:00,104.47
A,2023-11-03 09:30:00,109.02
A,2023-11-06 09:30:00,107.53
A,2023-11-07 09:30:00,110.54
A,2023-11-08 09:30:00,109.39
A,2023-11-09 09:30:00,107.74
A,2023-11-10 09:30:00,108.47
A,2023-11-13 09:30:00,107.46
A,2023-11-14 09:30:00,111.61
A,2023-11-15 09:30:00,113.6
A,2023-11-16 09:30:00,114.19
A,2023-11-17 09:30:00,113.15
A,2023-11-20 09:30:00,113.98
A,2023-11-21 09:30:00,123.92
A,2023-11-22 09:30:00,123.99
A,2023-11-24 09:30:00,126.62
A,2023-11-27 09:30:00,125.01
A,2023-11-28 09:30:00,124.71
A,2023-11-29 09:30:00,127.59
A,2023-11-30 09:30:00,127.8
A,2023-12-01 09:30:00,128.79
A,2023-12-04 09:30:00,128.88
A,2023-12-05 09:30:00,127.88
A,2023-12-06 09:30:00,128.91
A,2023-12-07 09:30:00,128.68
A,2023-12-08 09:30:00,127.2
A,2023-12-11 09:30:00,128.97
A,2023-12-12 09:30:00,128.79
A,2023-12-13 09:30:00,133.74
A,2023-12-14 09:30:00,137.96
A,2023-12-15 09:30:00,136.78
A,2023-12-18 09:30:00,137.53
A,2023-12-19 09:30:00,139.79
A,2023-12-20 09:30:00,138.18
A,2023-12-21 09:30:00,138.94
A,2023-12-22 09:30:00,139.57
A,2023-12-26 09:30:00,139.81
A,2023-12-27 09:30:00,139.82
A,2023-12-28 09:30:00,139.77
A,2023-12-29 09:30:00,139.03
A,2024-01-02 09:30:00,138.75
A,2024-01-03 09:30:00,131.16
A,2024-01-04 09:30:00,131.0
A,2024-01-05 09:30:00,130.56
A,2024-01-08 09:30:00,133.38
A,2024-01-09 09:30:00,130.68
A,2024-01-10 09:30:00,131.09
A,2024-01-11 09:30:00,129.68
A,2024-01-12 09:30:00,130.54
A,2024-01-16 09:30:00,130.53
A,2024-01-17 09:30:00,128.12
A,2024-01-18 09:30:00,130.46
A,2024-01-19 09:30:00,131.22
A,2024-01-22 09:30:00,132.55
A,2024-01-23 09:30:00,131.64
A,2024-01-24 09:30:00,129.78
A,2024-01-25 09:30:00,129.88
A,2024-01-26 09:30:00,130.99
A,2024-01-29 09:30:00,132.83
A,2024-01-30 09:30:00,134.28
A,2024-01-31 09:30:00,130.1
A,2024-02-01 09:30:00,133.05
A,2024-02-02 09:30:00,132.97
A,2024-02-05 09:30:00,132.82
A,2024-02-06 09:30:00,135.86
A,2024-02-07 09:30:00,132.79
A,2024-02-08 09:30:00,134.07
A,2024-02-09 09:30:00,133.34
A,2024-02-12 09:30:00,132.31
A,2024-02-13 09:30:00,129.76
A,2024-02-14 09:30:00,132.24
A,2024-02-15 09:30:00,134.75
A,2024-02-16 09:30:00,134.84
A,2024-02-20 09:30:00,134.14
A,2024-02-21 09:30:00,135.33
A,2024-02-22 09:30:00,132.02
A,2024-02-23 09:30:00,132.03
A,2024-02-26 09:30:00,131.49
A,2024-02-27 09:30:00,132.55
A,2024-02-28 09:30:00,137.01
A,2024-02-29 09:30:00,137.36
A,2024-03-01 09:30:00,139.06
A,2024-03-04 09:30:00,142.86
A,2024-03-05 09:30:00,144.35
A,2024-03-06 09:30:00,146.22
A,2024-03-07 09:30:00,149.31
A,2024-03-08 09:30:00,147.87
A,2024-03-11 09:30:00,147.29
A,2024-03-12 09:30:00,147.84
A,2024-03-13 09:30:00,147.82
A,2024-03-14 09:30:00,145.21
A,2024-03-15 09:30:00,147.48
A,2024-03-18 09:30:00,146.09
A,2024-03-19 09:30:00,147.39
A,2024-03-20 09:30:00,147.28
A,2024-03-21 09:30:00,148.74
A,2024-03-22 09:30:00,147.45
A,2024-03-25 09:30:00,145.56
A,2024-03-26 09:30:00,144.41
A,2024-03-27 09:30:00,147.37
A,2024-03-28 09:30:00,145.51
A,2024-04-01 09:30:00,145.56
A,2024-04-02 09:30:00,144.17
A,2024-04-03 09:30:00,143.73
A,2024-04-04 09:30:00,141.34
A,2024-04-05 09:30:00,144.12
A,2024-04-08 09:30:00,144.46
A,2024-04-09 09:30:00,147.4
A,2024-04-10 09:30:00,144.16
A,2024-04-11 09:30:00,145.0
A,2024-04-12 09:30:00,140.73
A,2024-04-15 09:30:00,140.22
A,2024-04-16 09:30:00,136.8
A,2024-04-17 09:30:00,134.55
A,2024-04-18 09:30:00,132.44
A,2024-04-19 09:30:00,132.73
A,2024-04-22 09:30:00,133.91
A,2024-04-23 09:30:00,139.2
A,2024-04-24 09:30:00,137.49
A,2024-04-25 09:30:00,136.37
A,2024-04-26 09:30:00,137.74
A,2024-04-29 09:30:00,139.59
A,2024-04-30 09:30:00,137.04
A,2024-05-01 09:30:00,138.69
A,2024-05-02 09:30:00,137.52
A,2024-05-03 09:30:00,139.45
A,2024-05-06 09:30:00,140.61
A,2024-05-07 09:30:00,141.27
A,2024-05-08 09:30:00,142.8
A,2024-05-09 09:30:00,145.14
A,2024-05-10 09:30:00,149.76
A,2024-05-13 09:30:00,147.76
A,2024-05-14 09:30:00,151.28
A,2024-05-15 09:30:00,154.08
A,2024-05-16 09:30:00,154.31
A,2024-05-17 09:30:00,154.23
A,2024-05-20 09:30:00,154.64
A,2024-05-21 09:30:00,153.67
A,2024-05-22 09:30:00,152.87
A,2024-05-23 09:30:00,150.55
A,2024-05-24 09:30:00,150.66
A,2024-05-28 09:30:00,148.21
A,2024-05-29 09:30:00,145.48
A,2024-05-30 09:30:00,131.42
A,2024-05-31 09:30:00,130.41
A,2024-06-03 09:30:00,131.4
A,2024-06-04 09:30:00,130.85
A,2024-06-05 09:30:00,133.56
A,2024-06-06 09:30:00,132.82
A,2024-06-07 09:30:00,132.98
A,2024-06-10 09:30:00,133.03
A,2024-06-11 09:30:00,132.11
A,2024-06-12 09:30:00,133.16
A,2024-06-13 09:30:00,130.57
A,2024-06-14 09:30:00,129.85
A,2024-06-17 09:30:00,131.83
A,2024-06-18 09:30:00,134.9
A,2024-06-20 09:30:00,132.73
A,2024-06-21 09:30:00,133.25
A,2024-06-24 09:30:00,135.08
A,2024-06-25 09:30:00,134.69
A,2024-06-26 09:30:00,133.09
A,2024-06-27 09:30:00,130.8
A,2024-06-28 09:30:00,129.63
A,2024-07-01 09:30:00,127.4
A,2024-07-02 09:30:00,125.78
A,2024-07-03 09:30:00,126.13
A,2024-07-05 09:30:00,126.37
A,2024-07-08 09:30:00,126.07
A,2024-07-09 09:30:00,125.42
A,2024-07-10 09:30:00,127.07
A,2024-07-11 09:30:00,130.82
A,2024-07-12 09:30:00,132.23
A,2024-07-15 09:30:00,131.01
A,2024-07-16 09:30:00,136.06
A,2024-07-17 09:30:00,133.5
A,2024-07-18 09:30:00,131.97
A,2024-07-19 09:30:00,131.78
A,2024-07-22 09:30:00,133.42
A,2024-07-23 09:30:00,130.65
A,2024-07-24 09:30:00,134.16
A,2024-07-25 09:30:00,134.98
A,2024-07-26 09:30:00,137.32
A,2024-07-29 09:30:00,137.38
A,2024-07-30 09:30:00,139.49
A,2024-07-31 09:30:00,141.4
A,2024-08-01 09:30:00,142.86
A,2024-08-02 09:30:00,139.04
A,2024-08-05 09:30:00,134.7
A,2024-08-06 09:30:00,136.26
A,2024-08-07 09:30:00,133.96
A,2024-08-08 09:30:00,136.76
A,2024-08-09 09:30:00,136.9
A,2024-08-12 09:30:00,135.6
A,2024-08-13 09:30:00,137.42
A,2024-08-14 09:30:00,136.03
A,2024-08-15 09:30:00,139.89
A,2024-08-16 09:30:00,140.04
A,2024-08-19 09:30:00,140.51
A,2024-08-20 09:30:00,139.75
A,2024-08-21 09:30:00,139.99
A,2024-08-22 09:30:00,140.22
A,2024-08-23 09:30:00,140.87
A,2024-08-26 09:30:00,140.49
A,2024-08-27 09:30:00,141.1
A,2024-08-28 09:30:00,141.06
A,2024-08-29 09:30:00,142.53
A,2024-08-30 09:30:00,142.92
A,2024-09-03 09:30:00,138.96
A,2024-09-04 09:30:00,138.16
A,2024-09-05 09:30:00,138.36
A,2024-09-06 09:30:00,137.2
A,2024-09-09 09:30:00,138.09
A,2024-09-10 09:30:00,138.03
A,2024-09-11 09:30:00,138.7
A,2024-09-12 09:30:00,136.39
A,2024-09-13 09:30:00,137.31
A,2024-09-16 09:30:00,138.31
A,2024-09-17 09:30:00,138.35
A,2024-09-18 09:30:00,139.01
A,2024-09-19 09:30:00,141.95
A,2024-09-20 09:30:00,140.09
A,2024-09-23 09:30:00,139.79
A,2024-09-24 09:30:00,141.87
A,2024-09-25 09:30:00,139.44
A,2024-09-26 09:30:00,146.74
A,2024-09-27 09:30:00,148.06
A,2024-09-30 09:30:00,148.48
A,2024-10-01 09:30:00,146.56
A,2024-10-02 09:30:00,146.54
A,2024-10-03 09:30:00,144.55
A,2024-10-04 09:30:00,144.97
A,2024-10-07 09:30:00,143.89
A,2024-10-08 09:30:00,144.61
A,2024-10-09 09:30:00,144.8
A,2024-10-10 09:30:00,142.74
A,2024-10-11 09:30:00,143.82
A,2024-10-14 09:30:00,144.25
A,2024-10-15 09:30:00,144.58
A,2024-10-16 09:30:00,139.11
A,2024-10-17 09:30:00,137.42
A,2024-10-18 09:30:00,138.83
A,2024-10-21 09:30:00,136.76
A,2024-10-22 09:30:00,133.46
A,2024-10-23 09:30:00,133.03
A,2024-10-24 09:30:00,130.69
A,2024-10-25 09:30:00,130.19
A,2024-10-28 09:30:00,131.54
A,2024-10-29 09:30:00,131.23
A,2024-10-30 09:30:00,131.49
A,2024-10-31 09:30:00,130.31
A,2024-11-01 09:30:00,136.87
A,2024-11-04 09:30:00,139.65
A,2024-11-05 09:30:00,140.41
A,2024-11-06 09:30:00,137.78
A,2024-11-07 09:30:00,139.63
A,2024-11-08 09:30:00,136.68
A,2024-11-11 09:30:00,133.86
A,2024-11-12 09:30:00,133.67
A,2024-11-13 09:30:00,134.28
A,2024-11-14 09:30:00,130.22
A,2024-11-15 09:30:00,127.07
A,2024-11-18 09:30:00,126.92
A,2024-11-19 09:30:00,125.69
A,2024-11-20 09:30:00,128.57
A,2024-11-21 09:30:00,132.06
A,2024-11-22 09:30:00,133.84
A,2024-11-25 09:30:00,134.49
A,2024-11-26 14:09:04,132.48
AA,2023-06-16 09:30:00,35.62
AA,2023-06-20 09:30:00,34.22
AA,2023-06-21 09:30:00,34.91
AA,2023-06-22 09:30:00,33.41
AA,2023-06-23 09:30:00,32.84
AA,2023-06-26 09:30:00,32.99
AA,2023-06-27 09:30:00,34.43
AA,2023-06-28 09:30:00,33.66
AA,2023-06-29 09:30:00,33.76
AA,2023-06-30 09:30:00,33.93
AA,2023-07-03 09:30:00,34.27
AA,2023-07-05 09:30:00,33.68
AA,2023-07-06 09:30:00,32.54
AA,2023-07-07 09:30:00,34.09
AA,2023-07-10 09:30:00,34.14
AA,2023-07-11 09:30:00,34.69
AA,2023-07-12 09:30:00,35.05
AA,2023-07-13 09:30:00,36.69
AA,2023-07-14 09:30:00,34.52
AA,2023-07-17 09:30:00,35.57
AA,2023-07-18 09:30:00,35.04
AA,2023-07-19 09:30:00,34.84
AA,2023-07-20 09:30:00,32.68
AA,2023-07-21 09:30:00,33.38
AA,2023-07-24 09:30:00,33.75
AA,2023-07-25 09:30:00,35.61
AA,2023-07-26 09:30:00,34.84
AA,2023-07-27 09:30:00,33.91
AA,2023-07-28 09:30:00,34.76
AA,2023-07-31 09:30:00,36.19
AA,2023-08-01 09:30:00,35.18
AA,2023-08-02 09:30:00,33.93
AA,2023-08-03 09:30:00,34.5
AA,2023-08-04 09:30:00,33.95
AA,2023-08-07 09:30:00,34.06
AA,2023-08-08 09:30:00,33.23
AA,2023-08-09 09:30:00,33.62
AA,2023-08-10 09:30:00,32.88
AA,2023-08-11 09:30:00,31.96
AA,2023-08-14 09:30:00,31.73
AA,2023-08-15 09:30:00,30.34
AA,2023-08-16 09:30:00,29.31
AA,2023-08-17 09:30:00,29.11
AA,2023-08-18 09:30:00,28.97
AA,2023-08-21 09:30:00,28.59
AA,2023-08-22 09:30:00,28.78
AA,2023-08-23 09:30:00,28.81
AA,2023-08-24 09:30:00,28.75
AA,2023-08-25 09:30:00,28.23
AA,2023-08-28 09:30:00,28.48
AA,2023-08-29 09:30:00,29.61
AA,2023-08-30 09:30:00,29.51
AA,2023-08-31 09:30:00,30.08
AA,2023-09-01 09:30:00,31.1
AA,2023-09-05 09:30:00,30.29
AA,2023-09-06 09:30:00,30.2
AA,2023-09-07 09:30:00,28.45
AA,2023-09-08 09:30:00,28.1
AA,2023-09-11 09:30:00,28.68
AA,2023-09-12 09:30:00,28.2
AA,2023-09-13 09:30:00,28.65
AA,2023-09-14 09:30:00,30.19
AA,2023-09-15 09:30:00,28.85
AA,2023-09-18 09:30:00,28.85
AA,2023-09-19 09:30:00,28.34
AA,2023-09-20 09:30:00,29.38
AA,2023-09-21 09:30:00,27.87
AA,2023-09-22 09:30:00,28.35
AA,2023-09-25 09:30:00,26.63
AA,2023-09-26 09:30:00,25.86
AA,2023-09-27 09:30:00,26.2
AA,2023-09-28 09:30:00,28.14
AA,2023-09-29 09:30:00,29.06
AA,2023-10-02 09:30:00,28.84
AA,2023-10-03 09:30:00,27.65
AA,2023-10-04 09:30:00,27.16
AA,2023-10-05 09:30:00,26.53
AA,2023-10-06 09:30:00,27.15
AA,2023-10-09 09:30:00,27.25
AA,2023-10-10 09:30:00,28.2
AA,2023-10-11 09:30:00,28.04
AA,2023-10-12 09:30:00,26.9
AA,2023-10-13 09:30:00,26.58
AA,2023-10-16 09:30:00,26.81
AA,2023-10-17 09:30:00,27.77
AA,2023-10-18 09:30:00,26.52
AA,2023-10-19 09:30:00,24.24
AA,2023-10-20 09:30:00,24.01
AA,2023-10-23 09:30:00,23.41
AA,2023-10-24 09:30:00,23.44
AA,2023-10-25 09:30:00,23.84
AA,2023-10-26 09:30:00,23.51
AA,2023-10-27 09:30:00,23.51
AA,2023-10-30 09:30:00,25.32
AA,2023-10-31 09:30:00,25.64
AA,2023-11-01 09:30:00,25.03
AA,2023-11-02 09:30:00,26.07
AA,2023-11-03 09:30:00,26.53
AA,2023-11-06 09:30:00,25.97
AA,2023-11-07 09:30:00,25.54
AA,2023-11-08 09:30:00,25.53
AA,2023-11-09 09:30:00,24.58
AA,2023-11-10 09:30:00,24.64
AA,2023-11-13 09:30:00,24.6
AA,2023-11-14 09:30:00,26.17
AA,2023-11-15 09:30:00,26.95
AA,2023-11-16 09:30:00,26.0
AA,2023-11-17 09:30:00,26.22
AA,2023-11-20 09:30:00,26.47
AA,2023-11-21 09:30:00,26.39
AA,2023-11-22 09:30:00,26.38
AA,2023-11-24 09:30:00,26.24
AA,2023-11-27 09:30:00,26.3
AA,2023-11-28 09:30:00,26.08
AA,2023-11-29 09:30:00,26.44
AA,2023-11-30 09:30:00,26.86
AA,2023-12-01 09:30:00,27.74
AA,2023-12-04 09:30:00,26.81
AA,2023-12-05 09:30:00,25.24
AA,2023-12-06 09:30:00,25.12
AA,2023-12-07 09:30:00,24.94
AA,2023-12-08 09:30:00,25.02
AA,2023-12-11 09:30:00,24.93
AA,2023-12-12 09:30:00,24.05
AA,2023-12-13 09:30:00,25.99
AA,2023-12-14 09:30:00,29.9
AA,2023-12-15 09:30:00,31.1
AA,2023-12-18 09:30:00,30.52
AA,2023-12-19 09:30:00,32.42
AA,2023-12-20 09:30:00,30.65
AA,2023-12-21 09:30:00,32.02
AA,2023-12-22 09:30:00,33.77
AA,2023-12-26 09:30:00,33.87
AA,2023-12-27 09:30:00,34.81
AA,2023-12-28 09:30:00,34.55
AA,2023-12-29 09:30:00,34.0
AA,2024-01-02 09:30:00,33.31
AA,2024-01-03 09:30:00,31.49
AA,2024-01-04 09:30:00,31.13
AA,2024-01-05 09:30:00,32.13
AA,2024-01-08 09:30:00,31.73
AA,2024-01-09 09:30:00,31.94
AA,2024-01-10 09:30:00,31.65
AA,2024-01-11 09:30:00,30.88
AA,2024-01-12 09:30:00,30.03
AA,2024-01-16 09:30:00,27.87
AA,2024-01-17 09:30:00,27.18
AA,2024-01-18 09:30:00,26.75
AA,2024-01-19 09:30:00,27.36
AA,2024-01-22 09:30:00,27.62
AA,2024-01-23 09:30:00,29.51
AA,2024-01-24 09:30:00,29.76
AA,2024-01-25 09:30:00,29.88
AA,2024-01-26 09:30:00,30.61
AA,2024-01-29 09:30:00,30.91
AA,2024-01-30 09:30:00,30.61
AA,2024-01-31 09:30:00,29.75
AA,2024-02-01 09:30:00,29.69
AA,2024-02-02 09:30:00,29.49
AA,2024-02-05 09:30:00,26.84
AA,2024-02-06 09:30:00,27.62
AA,2024-02-07 09:30:00,27.53
AA,2024-02-08 09:30:00,27.71
AA,2024-02-09 09:30:00,26.89
AA,2024-02-12 09:30:00,27.9
AA,2024-02-13 09:30:00,25.85
AA,2024-02-14 09:30:00,26.79
AA,2024-02-15 09:30:00,27.39
AA,2024-02-16 09:30:00,27.4
AA,2024-02-20 09:30:00,26.69
AA,2024-02-21 09:30:00,27.96
AA,2024-02-22 09:30:00,27.75
AA,2024-02-23 09:30:00,26.52
AA,2024-02-26 09:30:00,25.34
AA,2024-02-27 09:30:00,26.7
AA,2024-02-28 09:30:00,26.32
AA,2024-02-29 09:30:00,27.21
AA,2024-03-01 09:30:00,27.68
AA,2024-03-04 09:30:00,27.48
AA,2024-03-05 09:30:00,26.91
AA,2024-03-06 09:30:00,28.22
AA,2024-03-07 09:30:00,29.87
AA,2024-03-08 09:30:00,29.85
AA,2024-03-11 09:30:00,30.49
AA,2024-03-12 09:30:00,29.79
AA,2024-03-13 09:30:00,30.56
AA,2024-03-14 09:30:00,30.02
AA,2024-03-15 09:30:00,30.44
AA,2024-03-18 09:30:00,31.03
AA,2024-03-19 09:30:00,29.67
AA,2024-03-20 09:30:00,31.35
AA,2024-03-21 09:30:00,31.35
AA,2024-03-22 09:30:00,31.4
AA,2024-03-25 09:30:00,31.86
AA,2024-03-26 09:30:00,31.58
AA,2024-03-27 09:30:00,33.21
AA,2024-03-28 09:30:00,33.79
AA,2024-04-01 09:30:00,34.02
AA,2024-04-02 09:30:00,35.64
AA,2024-04-03 09:30:00,37.18
AA,2024-04-04 09:30:00,35.95
AA,2024-04-05 09:30:00,36.49
AA,2024-04-08 09:30:00,36.34
AA,2024-04-09 09:30:00,36.82
AA,2024-04-10 09:30:00,36.19
AA,2024-04-11 09:30:00,36.23
AA,2024-04-12 09:30:00,35.2
AA,2024-04-15 09:30:00,36.57
AA,2024-04-16 09:30:00,36.09
AA,2024-04-17 09:30:00,35.55
AA,2024-04-18 09:30:00,35.47
AA,2024-04-19 09:30:00,35.53
AA,2024-04-22 09:30:00,36.35
AA,2024-04-23 09:30:00,36.06
AA,2024-04-24 09:30:00,36.08
AA,2024-04-25 09:30:00,35.94
AA,2024-04-26 09:30:00,36.88
AA,2024-04-29 09:30:00,37.65
AA,2024-04-30 09:30:00,35.14
AA,2024-05-01 09:30:00,34.25
AA,2024-05-02 09:30:00,35.94
AA,2024-05-03 09:30:00,36.77
AA,2024-05-06 09:30:00,37.32
AA,2024-05-07 09:30:00,37.57
AA,2024-05-08 09:30:00,36.64
AA,2024-05-09 09:30:00,37.36
AA,2024-05-10 09:30:00,37.12
AA,2024-05-13 09:30:00,40.16
AA,2024-05-14 09:30:00,39.83
AA,2024-05-15 09:30:00,40.04
AA,2024-05-16 09:30:00,40.15
AA,2024-05-17 09:30:00,41.22
AA,2024-05-20 09:30:00,42.53
AA,2024-05-21 09:30:00,44.09
AA,2024-05-22 09:30:00,42.15
AA,2024-05-23 09:30:00,41.05
AA,2024-05-24 09:30:00,41.64
AA,2024-05-28 09:30:00,43.2
AA,2024-05-29 09:30:00,43.93
AA,2024-05-30 09:30:00,44.54
AA,2024-05-31 09:30:00,44.27
AA,2024-06-03 09:30:00,44.01
AA,2024-06-04 09:30:00,42.01
AA,2024-06-05 09:30:00,42.59
AA,2024-06-06 09:30:00,42.65
AA,2024-06-07 09:30:00,40.91
AA,2024-06-10 09:30:00,41.16
AA,2024-06-11 09:30:00,40.21
AA,2024-06-12 09:30:00,39.71
AA,2024-06-13 09:30:00,38.54
AA,2024-06-14 09:30:00,37.9
AA,2024-06-17 09:30:00,37.4
AA,2024-06-18 09:30:00,37.49
AA,2024-06-20 09:30:00,38.98
AA,2024-06-21 09:30:00,40.4
AA,2024-06-24 09:30:00,40.56
AA,2024-06-25 09:30:00,39.94
AA,2024-06-26 09:30:00,39.43
AA,2024-06-27 09:30:00,38.82
AA,2024-06-28 09:30:00,39.78
AA,2024-07-01 09:30:00,39.7
AA,2024-07-02 09:30:00,40.83
AA,2024-07-03 09:30:00,42.38
AA,2024-07-05 09:30:00,42.44
AA,2024-07-08 09:30:00,41.66
AA,2024-07-09 09:30:00,40.33
AA,2024-07-10 09:30:00,38.46
AA,2024-07-11 09:30:00,39.18
AA,2024-07-12 09:30:00,38.95
AA,2024-07-15 09:30:00,39.3
AA,2024-07-16 09:30:00,38.66
AA,2024-07-17 09:30:00,36.81
AA,2024-07-18 09:30:00,35.65
AA,2024-07-19 09:30:00,34.92
AA,2024-07-22 09:30:00,34.53
AA,2024-07-23 09:30:00,33.9
AA,2024-07-24 09:30:00,32.84
AA,2024-07-25 09:30:00,32.91
AA,2024-07-26 09:30:00,33.43
AA,2024-07-29 09:30:00,33.02
AA,2024-07-30 09:30:00,31.77
AA,2024-07-31 09:30:00,33.04
AA,2024-08-01 09:30:00,31.47
AA,2024-08-02 09:30:00,29.47
AA,2024-08-05 09:30:00,28.44
AA,2024-08-06 09:30:00,29.39
AA,2024-08-07 09:30:00,29.21
AA,2024-08-08 09:30:00,30.63
AA,2024-08-09 09:30:00,30.56
AA,2024-08-12 09:30:00,31.19
AA,2024-08-13 09:30:00,31.6
AA,2024-08-14 09:30:00,31.1
AA,2024-08-15 09:30:00,32.09
AA,2024-08-16 09:30:00,32.12
AA,2024-08-19 09:30:00,34.0
AA,2024-08-20 09:30:00,33.76
AA,2024-08-21 09:30:00,33.29
AA,2024-08-22 09:30:00,32.52
AA,2024-08-23 09:30:00,33.92
AA,2024-08-26 09:30:00,34.56
AA,2024-08-27 09:30:00,34.3
AA,2024-08-28 09:30:00,32.09
AA,2024-08-29 09:30:00,32.47
AA,2024-08-30 09:30:00,32.1
AA,2024-09-03 09:30:00,30.22
AA,2024-09-04 09:30:00,30.48
AA,2024-09-05 09:30:00,30.27
AA,2024-09-06 09:30:00,28.53
AA,2024-09-09 09:30:00,28.97
AA,2024-09-10 09:30:00,28.17
AA,2024-09-11 09:30:00,29.86
AA,2024-09-12 09:30:00,31.35
AA,2024-09-13 09:30:00,32.52
AA,2024-09-16 09:30:00,34.5
AA,2024-09-17 09:30:00,33.97
AA,2024-09-18 09:30:00,34.34
AA,2024-09-19 09:30:00,34.92
AA,2024-09-20 09:30:00,33.83
AA,2024-09-23 09:30:00,34.23
AA,2024-09-24 09:30:00,36.78
AA,2024-09-25 09:30:00,36.01
AA,2024-09-26 09:30:00,39.28
AA,2024-09-27 09:30:00,39.27
AA,2024-09-30 09:30:00,38.58
AA,2024-10-01 09:30:00,39.18
AA,2024-10-02 09:30:00,39.17
AA,2024-10-03 09:30:00,38.17
AA,2024-10-04 09:30:00,39.12
AA,2024-10-07 09:30:00,39.47
AA,2024-10-08 09:30:00,37.73
AA,2024-10-09 09:30:00,38.44
AA,2024-10-10 09:30:00,39.25
AA,2024-10-11 09:30:00,41.02
AA,2024-10-14 09:30:00,41.8
AA,2024-10-15 09:30:00,41.3
AA,2024-10-16 09:30:00,42.07
AA,2024-10-17 09:30:00,40.35
AA,2024-10-18 09:30:00,41.71
AA,2024-10-21 09:30:00,41.52
AA,2024-10-22 09:30:00,42.02
AA,2024-10-23 09:30:00,41.88
AA,2024-10-24 09:30:00,42.02
AA,2024-10-25 09:30:00,41.1
AA,2024-10-28 09:30:00,41.41
AA,2024-10-29 09:30:00,40.96
AA,2024-10-30 09:30:00,40.56
AA,2024-10-31 09:30:00,40.09
AA,2024-11-01 09:30:00,40.57
AA,2024-11-04 09:30:00,40.73
AA,2024-11-05 09:30:00,42.78
AA,2024-11-06 09:30:00,45.36
